OBJECTID,ZONE_CODE,PDR,PDR_DENSIT,CASE_NO,LABEL,EDITOR,ACTION_,COMMENT_,ACRES,BOC_DATE,CITY_COUNC,MAP_EDIT_D,ERROR_FIX_,UDO,ZONE_GEN,UDO_LABEL,DEVELOP_PL,UDO_LEGEND,IN_DATE,PDR_RNG,GlobalID,ShapeSTArea,ShapeSTLength
3664,R-20, ,0,,R-20, , ,"P97-34;P04-50",7.7e-07,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{2BB27929-A76A-49CF-9112-95314F5EF6F0},0.03369140625,3.98394551822625
3665,R-20, ,0,,R-20, , ,"P97-34;P04-50",7.7e-07,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{0F5A138A-AD3F-4027-9030-D938CCF8B649},0.0338134765625,3.98394551822625
3666,R-20, ,0,,R-20, , ,"P97-34;P04-50",7.7e-07,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{97B7C70F-3EB5-4CD0-A4D1-BC2E19F02186},0.033447265625,3.98394553434192
3667,R-20, ,0,,R-20, , ,"P97-34;P04-50",7.7e-07,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{F5DC31CA-C1E9-49B2-98C5-7713A33FA758},0.0338134765625,3.98395077109077
3668,R-20, ,0,,R-20, , ,"P97-34;P04-50",1.45e-06,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{ACBA993A-20C4-4C93-B62D-E079FB6BEA32},0.0633544921875,4.94233194284291
3669,R-20, ,0,,R-20, , ,"P97-34;P04-50",1.71e-06,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{3C29EB09-ABD0-4D04-9667-89B88A01DFDA},0.07470703125,4.53117548848361
3670,R-20, ,0,,R-20, , ,"P97-34;P04-50",1.84e-06,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{E697E215-2929-4950-9F88-B6395F2724A0},0.0802001953125,5.34745604103927
3671,R-20, ,0,,R-20, , ,"P97-34;P04-50",4.13e-06,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{7D460C48-1F06-499D-B588-6979D93ADF26},0.179931640625,6.92071380273706
3672,R-20, ,0,,R-20, , ,"P97-34;P04-50",4.97e-06,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{891AD205-7469-40A9-887C-FD9EB46853BB},0.2164306640625,7.46395411097592
3675,GC, ,0,,GC,Quaye Trimble, ,"P97-34;P04-50",0.89939226,,,2018/10/03 05:00:00+00,2018/09/24 05:00:00+00,CG,COMMERCIAL,CG, ,19 - CG,,,{5E23CEC4-7823-4207-AB4D-724C58F56BEF},39177.4049072266,816.693173734396
3677,R-20, ,0,Z1700044,R-20,Quaye Trimble,Adjust zone line in Orange County P84-52,"P96-88;P04-17;Z05-20",6.01274796,,2018/08/06 05:00:00+00,2018/10/03 05:00:00+00,2005/06/21 05:00:00+00,PDR,RES_LOW_DENSITY,PDR 3.969,(D), 2 - PDR-LDR (2 - 4 du/ac),,,{4F2B5861-B14E-4E02-B60C-D800BE14DA73},262083.702270508,2062.33664952736
3680,PDR, ,0,Z1800008,RS-20,Quaye Trimble, ,"Z1300013; P94-49;P02-47;P03-69;P04-25;Z06-05A;Z1300035",2.42849593,,2018/10/15 05:00:00+00,2018/10/31 05:00:00+00,,RS-20,RES_LOW_DENSITY,RS-20,, 7 - RS-20,,,{2F2D3B1C-4023-4F2D-9EE6-8A21AB365CC8},105784.95300293,1325.23698966674
3681,,,,Z1800004A,IL,Quaye Trimble,,,21.08514166,,2018/06/18 18:52:19+00,2018/10/31 18:52:00+00,,IL,INDUSTIRAL,IL,,21 - IL,,,{7951EC87-A5DF-4E2E-8038-586D542495DD},918465.909545898,5559.27328821273
3689,RD, ,0,Z1700048,RD,Quaye Trimble , ,P97-34,8.66905423,,2018/04/16 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{38DDAAF4-915A-4D4B-96D3-1EE4E0318334},377622.825683594,2746.24151229515
3691,R-20, ,0,Z1900028,R-20,Quaye Trimble,P02-66,"P80-22;P83-45;P91-55;P91-59;P93-31;P02-44;P03-68;Z1800006",24.60355078,,2019/11/04 05:00:00+00,2020/02/12 18:37:38+00,,RS-M,RES_HIGH_DENSITY,RS-M,,10 - RS-M,,,{1511FDD7-B1CE-47BB-ADEA-32149B3F3936},1071727.33325195,5887.97286065419
3693,R-20, ,0,Z1800009,R-20,Quaye Trimble, ,"P86-52;P86-77",9.11766699,,2018/12/17 05:00:00+00,2019/01/11 21:13:08+00,,PDR,RES_MEDIUM_DENSITY,PDR 6.000,(D), 3 - PDR-MDR (4 - 8 du/ac),,,{5CC078D2-DBD9-4D97-9596-06A83AB0BD49},397164.336303711,3039.40020729433
3697,OI-2, ,0,Z1700021,OI-2,Quaye Trimble, ,"P87-54; P87-54;P94-45;P94-55",0.83151007,1995/04/24 05:00:00+00,2018/12/17 20:01:30+00,2019/01/25 20:02:00+00,,OI,OFFICE_INSTITUTIONAL,OI,,18 - OI,,,{3AAEA9B4-82D3-4253-B717-B2A326AF4799},36220.4659423828,752.470074576681
3699,R-20,Y,1.964,Z1800007,R-20,Quaye Trimble, ,"P02-24;P04-18",12.30182811,,2018/12/03 05:00:00+00,2019/01/25 20:27:01+00,2005/06/21 05:00:00+00,PDR,RES_LOW_DENSITY,PDR 1.964,(D), 1 - PDR-VLR (< 2 du/ac),,,{6C91CFE0-9B07-4FAD-A61C-94B91755AA61},535865.962890625,2810.3495783651
3701,R-5, ,0,Z1700019,R-5,Quaye Trimble, , ,2.17541819,,2018/04/16 17:00:26+00,2019/03/06 16:47:17+00,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{0211189F-91E2-4CDF-B07A-329C66CB019D},94760.9210205078,1277.3213300347
3703,RSCH, ,0,Z1800014,RSCH, Quaye Trimble, ,Z07-27,12.31006629,,2019/03/04 05:00:00+00,2019/03/21 19:01:56+00,,MU,MIXED_USE,MU(D),(D),23 - MU,2008/09/15 05:00:00+00,,{4EA19354-3F22-4E13-A63E-19BCCCF5AFD8},536224.816772461,3176.06880779125
3707,R-5, ,0,Z1800026,R-5,Quaye Trimble,P02-61,"P91-27;P02-61",0.39740238,,2019/03/04 05:00:00+00,2019/03/21 19:23:25+00,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{75FED4B2-4A42-4A6C-9111-1299931F788D},17310.7934570312,545.849588730231
3709,RD, ,0,Z1800010,RD,Quaye Trimble, , ,9.36400005,,2019/03/31 19:46:00+00,2019/04/04 19:46:21+00,,IL,INDUSTRIAL,IL, ,21 - IL,,,{02284B1B-4BA3-4C9C-AD61-0B6E5F84C0E7},407894.571289062,2575.85421583501
3711,RD,Y,3.575,Z1700052,RD,Quaye Trimble, ,P87-54,102.46092348,,2019/03/31 20:06:44+00,2019/04/04 20:06:51+00,,PDR,RES_LOW_DENSITY,PDR 3.575,(D), 2 - PDR-LDR (2 - 4 du/ac),,,{33E8529E-C407-4656-89C7-237C8F8CF5C4},4463183.91943359,14190.1147006286
3713,R-5, ,0,Z1800018,R-5,Quaye Trimble, , ,1.82499768,,2019/03/18 15:52:33+00,2019/04/17 15:52:26+00,,RU-M,RES_MEDIUM_DENSITY,RU-M(D),(D),13 - RU-M,,,{4792AFCB-CDD7-4E41-A610-80F47592ABD9},79496.6512451172,1205.3965707896
3715,R-3, ,0,Z1800018,R-3,Quaye Trimble, ,P90-24,4.00025807,,2019/03/18 05:00:00+00,2019/04/17 15:50:33+00,,RU-M,RES_HIGH_DENSITY,RU-M(D),(D) ,13 - RU-M,,,{436FE093-D094-44A1-B824-2BEC0FBC73F2},174250.698486328,1800.45833365583
3717,RM-8, ,0,Z1800019,RM-8,Quaye Trimble , ,P87-54,0.97267413,,2019/04/15 05:00:00+00,2019/05/01 05:00:00+00,,RS-8,RES_MEDIUM_DENSITY,RS-8(D),(D), 9 - RS-8,,,{EBB92CA4-901D-4E26-BB3C-8662CB9F9845},42369.5528564453,999.382261812865
4119,SC, ,0, ,SC, , ,P87-54,2.41179236,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{3DD73530-D4A6-49DA-A674-C135AAD092F0},105057.348510742,1417.37658052426
4121,OI-2, ,0,Z1800005,OI-2,Quaye Trimble, ,"P87-54;P88-51;Z0800024",2.42058422,,2019/03/18 05:00:00+00,2019/05/01 17:01:27+00,,IL,INDUSTRIAL,IL(D),(D),21 - IL,2008/10/06 05:00:00+00,,{5E222221-93D8-48C6-B6F8-0805877634E1},105440.32019043,1459.37644003024
4155,R-20, ,0,Z1800025,R-20,Quaye Trimble, , ,2.57367612,,2019/06/03 20:28:33+00,2019/06/10 20:28:40+00,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{3A378C48-2C40-415D-9B02-0078DC8B504A},112108.982299805,1374.84730527865
4157,R-5, ,0,Z1800024,R-5,Quaye Trimble, , ,0.79100881,,2019/06/03 05:00:00+00,2019/06/21 15:22:52+00,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{0DB97371-38E4-4B58-8BC3-83D46BB7A6E2},34456.2365722656,790.75944035867
4159,OI-2, ,0,Z1800013,OI-2,Quaye Trimble, ,"Z0800024;P87-54;P88-51",37.98001958,,2019/06/03 05:00:00+00,2019/06/21 17:52:36+00,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{26FEDFEE-AC58-474D-ACA0-C356B4D59062},1654404.49768066,5566.480813654
4161,R-20, ,0,,R-20, , ,P87-54,13.88451186,,1987/09/22 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{CFB94858-11CC-4EDD-9404-B2D2CAE50DF5},604807.452148438,4522.49573991408
4164,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",0.00150758,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{BF2A9CAD-A630-4C7F-ADB6-FF769F71FBC3},65.670166015625,2457.85147909972
4165,RD,Y ,2.702,Z1800017 ,RD,Quaye Trimble,,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",33.54937434,,2019/06/30 05:00:00+00,2019/07/02 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 2.702,(D), 2 - PDR-LDR (2 - 4 du/ac),,,{962A490E-F71C-449D-9BD4-8FE8732AD5CF},1461406.19262695,6803.33165677347
4167,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",0.66684218,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{3E9941F9-1D63-4D3D-9D66-0632F2D139A4},29047.5548095703,1457.68592541926
4169,R-15, ,0,Z1800037,R-15,Quaye Trimble, , ,1.88902008,2019/06/24 05:00:00+00,,2019/10/08 05:00:00+00,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{84CA0B8B-66E0-4FDA-B3DE-6196FED2A98D},113096.447998047,1453.37245394161
4172,R-15, ,0, ,R-15, , , ,0.01618516,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{667F9912-80A3-4BA4-9684-58FD5C84E877},705.023559570312,124.93725154429
4179,R-20, ,0, ,R-20, , , ,9.46624693,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{A60F46E7-24D9-41D2-A311-D440A16487E5},412348.431640625,4506.60488723387
4191,,,,Z1800030,CSD-C,Rob, , ,44.67225405,,2019/08/05 05:00:00+00,2019/08/14 14:53:43+00,,CSD-C,COMPACT SUBURBAN DESIGN,CSD-C, ,46 - CSD-C,,,{BF1B210A-3347-45FA-A00F-DA49FCC50E46},1945917.32324219,5881.60622931877
4195,,,,Z1800030,RR(D),Rob,, ,31.14040219,,2019/08/05 05:00:00+00,2019/08/13 05:00:00+00,,RR,RES_RURAL_DENSITY,RR(D),(D), 6 - RR,,,{E266D8D3-0AF0-41C7-A0FC-6D19FB2B6840},1356471.69311523,6961.45965021329
4199,NC, ,0, ,NC, , ,P03-05,2.42959539,,2003/04/21 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{A4BEEE32-BA2C-40DE-A80B-B7468E0574DA},105832.845336914,1374.02480972023
4203,SC, ,0,P93-02,SC(D), , , ,19.13669336,,1993/09/07 05:00:00+00,,,CC,COMMERCIAL,CC(D),(D),16 - CC,,,{4CF22921-5C7A-46DC-A9BD-B99BB086D529},833591.76550293,7225.01692304067
4205,R-20, ,0,,R-20, , ,P93-33,9.40371764,,1993/06/21 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{7EBA4479-2958-4B5C-AA3B-64EAD4F85DCB},409624.663330078,7916.16013845385
4223,,,,Z1800030,CSD-S1(D),Rob,, ,37.93364385,,2019/08/05 05:00:00+00,2019/08/14 14:57:18+00,,CSD-S1,COMPACT SUBURBAN DESIGN,CSD-S1(D),(D),47 - CSD-S1,,,{5D642CF1-B0D7-4584-AC05-AED954799FF9},1652384.37817383,7688.71865318689
4234,R-20, ,0,P96-14,R-20(D), , ,P90-52,0.00118506,1997/05/19 05:00:00+00,,,,RS-20,RES_LOW_DENSITY,RS-20(D),(D), 7 - RS-20,,,{EF32979D-0295-4D78-8048-ED3FCFA263C5},51.6209716796875,69.3576434668952
4235,R-20, ,0,P96-14,R-20(D), , ,P90-52,0.0049126,1997/05/19 05:00:00+00,,,,RS-20,RES_LOW_DENSITY,RS-20(D),(D), 7 - RS-20,,,{C30DBC56-E869-42CB-AF48-83E00C08C6FA},213.9921875,274.361456963233
4245,R-8, ,0,,R-8, , , ,142.84635482,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{E0188091-4E39-4913-99C8-6C96A3235999},11744.3010253906,516.051124265785
4247,R-8, ,0,Z1700049,R-8,Quaye Trimble, , ,142.84635482,,2018/08/20 05:00:00+00,,,RU-M,RES_HIGH_DENSITY,RU-M(D),(D),13 - RU-M,,,{A186B608-FED5-4C41-ADB4-C491143D3B0C},76307.8177490234,1109.86379501807
4249,PDR,Y,7.899,Z1900006,PDR 4.99,Quaye Trimble, ,"P02-41; P02-55",144.36447168,,2019/09/16 05:00:00+00,2019/10/08 16:48:23+00,,PDR,RES_MEDIUM_DENSITY,PDR 7.899,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{519FD896-44F6-4634-9E49-B229A3477F83},308300.994140625,2568.47972786757
4251,R-20, ,6.239,Z1900002,R-20,Quaye Trimble, ,P97-34,52.2887473,,2019/09/16 17:06:57+00,2019/10/08 17:07:34+00,,PDR,RES_MEDIUM_DENSITY,PDR 6.239,(D), 3 - PDR-MDR (4 - 8 du/ac),,,{15DEA122-957F-4C45-97F0-9AC718125A73},408999.802490234,3079.84653087095
4256,RD, ,0,,RD,Wadeg,RS-20 to RR," BDG1400005; Z1300027",8725.82187774,,2015/03/16 05:00:00+00,2015/03/20 05:00:00+00,2007/07/20 05:00:00+00,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{AA4E0CF5-3F19-4C87-A90C-2AF76E72C3E1},88.51318359375,151.682539580598
4257,RD, ,0,,RD,Wadeg,RS-20 to RR," BDG1400005; Z1300027",8725.82187774,,2015/03/16 05:00:00+00,2015/03/20 05:00:00+00,2007/07/20 05:00:00+00,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{F815C489-A576-493C-98CB-892E1631E07B},39761.0899658203,1130.3085798272
4258,RD, ,0,,RD,Wadeg,RS-20 to RR," BDG1400005; Z1300027",8725.82187774,,2015/03/16 05:00:00+00,2015/03/20 05:00:00+00,2007/07/20 05:00:00+00,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{C5A21CD9-0569-467F-8C17-83FE82919B96},403987.2109375,2818.19504534825
4259,RD, ,0,,RD,Quaye Trimble,,,8725.82187774,,,2019/11/20 05:00:00+00,,RR,RES_RURAL_DENSITY,RR,, 6 - RR,,,{EC10E8A2-7C83-4CDA-8697-77F190505C49},368605197.717163,187309.756176494
4261,RD, ,0,Z1900020,RD,Quaye Trimble,," BDG1400005; Z1300027",8725.82187774,2019/10/28 14:38:36+00,,2019/11/18 05:00:00+00,,CG,COMMERCIAL,CG(D),(D) ,19 - CG,,,{CF5C4525-9CB8-432D-A920-B0B0170182DA},612515.612670898,3561.50067983542
4271,RD, ,0, ,RD, ,Annexed 1-2-07, ,213.75538864,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{EB6ACDB9-2651-4467-97FB-E10867046E5C},0.3878173828125,4.56857851961464
4272,RD, ,0, ,RD, ,Annexed 1-2-07, ,213.75538864,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{6462FD74-DB32-42D7-BADB-365A3D5B7F4C},2.5264892578125,50.1901367284618
4273,RD, ,0, ,RD, ,Annexed 1-2-07, ,213.75538864,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{39F64074-6F5E-4D2A-8FC0-CBC451F03569},15.678466796875,156.504599140352
4274,RD, ,0, ,RD, ,Annexed 1-2-07, ,213.75538864,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{2E88EDF0-67D3-4A2B-B86B-3FF4B842349F},56.9744873046875,698.732433484939
4275,RD, ,0, ,RD, ,Annexed 1-2-07, ,213.75538864,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{D0EE2079-18EC-4270-9DC0-62D03D9FD2A6},6559.25622558594,328.70960485451
4276,RD, ,0, ,RD, ,Annexed 1-2-07, ,213.75538864,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{6470F8D6-59C3-464C-AEEB-6C16394AFB70},457993.420288086,2794.04364997209
4277,RD, ,5.788,Z1700031,RD,Quaye Trimble,Annexed 1-2-07, ,213.75538864,,2018/04/16 16:18:24+00,2019/12/09 16:18:51+00,,PDR,RES_MEDIUM_DENSITY,PDR 5.788,(D), 3 - PDR-MDR (4 - 8 du/ac),,,{2710A8ED-A893-4A74-BF2A-10C6AE45FEE7},1451426.52685547,5353.47016892951
4282,I-2, ,0,P01-40,I-2(D), , ,P99-15,9.16733228,,2001/09/17 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{5EA56903-1C30-44D7-BB03-549C3874CA8C},4.7293701171875,46.8387385144551
4287,I-2, ,0,P01-40,I-2(D), , ,P99-15,9.16733228,,2001/09/17 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{3493B22A-5094-4766-8F53-003970525EE7},46219.5697021484,950.863792508492
4314,OI-2, ,0,Z1900017 ,OI-2,Quaye Trimble, ,"P87-54;P88-51;Z0800024",51.94860693,,2019/12/16 05:00:00+00,2020/01/24 19:58:58+00,,CN,COMMERCIAL,CN, ,17 - CN,2008/10/06 05:00:00+00,,{2B64CCB6-E0C8-469D-8602-80A74E42E2EA},56573.4291992188,968.246727940801
4317,RD, ,0,,RD,Quaye Trimble,,,8725.82187774,,,2019/11/20 05:00:00+00,,RR,RES_RURAL_DENSITY,RR,, 6 - RR,,,{361DA021-759B-465F-AE7D-14C409BE1067},3260.95495605469,3098.45701619288
4318,RD, ,2.944,Z1800015 ,RD,Quaye Trimble,,,,,2019/12/16 20:17:58+00,2020/01/24 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 2.944,(D), 2 - PDR-LDR (2 - 4 du/ac),,,{BE8F7A20-5DFD-4B8F-9861-75219A57C406},9568564.45288086,16307.2545413774
4321,,,,Z1700025A ,,Quaye Trimble,,,,,2017/08/21 20:57:46+00,,,RS-10,RES_LOW_DENSITY,RS-10,, 8 - RS-10,,,{78F65F84-A953-44B2-A165-152841D9DE87},760592.145385742,3737.96906620827
4322,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{11DF371B-B72D-4F62-AA44-C3E13D670FA6},0.02099609375,1.05521257965057
4323,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{3876DB78-5FAA-4450-9CDD-98E91100CCD1},0.1370849609375,5.67186001548527
4324,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{3EDD524D-F59B-49FE-9540-15A59BB25E80},0.1336669921875,6.34596029535711
4325,RD, ,0,Z1900018 ,RD,Quaye Trimble,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2020/03/31 05:00:00+00,2020/04/21 05:00:00+00,,PDR,RES_MEDIUM_DENSITY,PDR 7.046,(D), 3 - PDR-MDR (4 - 8 du/ac),,,{40ED7AB8-BABD-4ACA-B969-04242EAD09CE},2375435.3203125,6898.7627434182
4326,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{4228D592-2717-42DF-87BD-84A9E964E967},0.13232421875,6.34570189997341
4327,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{4DCACF4F-F173-40F5-8E80-E6AE909DC994},0.17724609375,7.02123710938837
4328,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{4EDABE1B-71C6-4A83-9268-E21957AAAC8F},0.15966796875,6.8103230738516
4329,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{4F23F73B-AF86-4F18-A4D2-131A8DA55738},0.1630859375,6.81025659548812
4330,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{5689E5EE-4EA5-4AEF-8EC7-064FEEE702D6},0.1114501953125,5.06992845493928
4331,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{5F000A28-DF0C-44B7-86B3-E6479A4F91DE},0.1427001953125,6.48252435851343
4332,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{6199297B-4421-4BD7-914C-2713CDFB4646},0.1318359375,6.34553157497645
4333,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{66C7692B-2ED0-4F07-A01C-93FC781A3AEA},0.09423828125,4.96375755067673
4334,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{78E64FD2-FE63-4B79-BCE6-A102BAABF55B},0.0867919921875,4.70385416441869
4335,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{7C8DC314-AD1E-4B5B-9192-ED5C1E05A830},0.1483154296875,5.67205264313556
4336,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{80CFD1EC-64F6-425F-A4E7-AF32E740729A},0.0560302734375,4.75117765365834
4337,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{88AB5341-C7D2-4571-AC38-D5B1D476FE13},0.0799560546875,5.32825483636588
4338,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{8D97F48F-8219-4EF0-9D16-34A1493E5E3A},0.20166015625,5.56213490093409
4339,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{A3C00718-3174-4CBD-9B07-DF52F706EFA4},0.1383056640625,5.56842381826503
4340,RD, ,0, ,RD,LDW ,Z16-13 ,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",77375.09677327,,2016/11/07 05:00:00+00,2017/03/16 05:00:00+00,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{A3E9D9A6-ED3D-4FBB-BA06-81EA7A7AA05F},0.259033203125,7.80831824566862
